# Datum der Auswertung: 01.02.2025
# Zeitraum der Auswertung: 01.01.2025 - 31.01.2025
# Z‰hlpunkte:
# DE00721470567000ZE000003260753VS0 NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567000ZE000003260754VS0 NNA/LGS_Eigenbedarf Batterie-Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567EM0ZE000003260755VS0 VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q2 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q3 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q4 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q4 Robert Bosch GmbH Batteriespeicher Wernau
Datum/Zeit;NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+;NNA/LGS_Eigenbedarf Batterie-Speicher Wernau Junkersstr. P+;VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P-;Bosch Wernau Batterie-Speicher Abrechnung P+;Bosch Wernau Batterie-Speicher Abrechnung P-;Bosch Wernau Batterie-Speicher Abrechnung Q1;Bosch Wernau Batterie-Speicher Abrechnung Q2;Bosch Wernau Batterie-Speicher Abrechnung Q3;Bosch Wernau Batterie-Speicher Abrechnung Q4;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug P+;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q1;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q4
02.01.2025 04:15;16,722;1,438;2,96;18,16;2,96;0,2;0;0,6;9,72;1,41;0;1,04
02.01.2025 04:30;22,017;1,423;4,84;23,44;4,84;0,16;0;1,36;13;1,395;0;1,055
02.01.2025 04:45;9,407;1,433;6,72;10,84;6,72;0,28;0,08;1,56;9,8;1,405;0;1,035
02.01.2025 05:00;13,203;1,397;6;14,6;6;0,24;0;1,76;6,48;1,37;0;1,085
02.01.2025 05:15;28,712;1,448;3;30,16;3;0,2;0,32;0,24;13,6;1,42;0;1,02
02.01.2025 05:30;2,787;1,413;6,52;4,2;6,52;0,08;0,04;2,96;7,2;1,385;0;1,045
02.01.2025 05:45;0;1,433;23,9531;0,84;23,36;0;0;14,8;7,08;1,405;0;1,02
02.01.2025 06:00;10,322;1,438;13,16;11,76;13,16;0;0;6,2;13,96;1,41;0;1,02
02.01.2025 06:15;29,327;1,433;5,6;30,76;5,6;0,68;0,04;1,44;7,04;1,405;0;1,055
02.01.2025 06:30;8,167;1,433;9,76;9,6;9,76;0,28;0,04;3;5,2;1,405;0;1,05
02.01.2025 06:45;33,992;1,448;0,04;35,44;0,04;1,44;0;0,08;7;1,42;0;1,04
02.01.2025 07:00;33,802;1,438;0,72;35,24;0,72;1,08;0;0,2;8;1,41;0;1,05
02.01.2025 07:15;49,727;1,433;0;51,16;0;3,6;0;0;7,56;1,405;0;1,05
02.01.2025 07:30;8,967;1,433;11,2;10,4;11,2;1,16;0,2;2,48;5,28;1,405;0;1,06
02.01.2025 07:45;21,3;1,301;1,88;22,6;1,88;1,44;0;0,76;6,6;1,275;0;1,215
02.01.2025 08:00;44,602;1,438;1,12;46,04;1,12;4,08;0;0,48;5,32;1,41;0;1,05
02.01.2025 08:15;1,171;1,469;67,6;2,64;67,6;0,24;15,12;3;1,08;1,44;0,02;1,045
02.01.2025 08:30;19,441;1,479;0,96;20,92;0,96;1,04;0,4;0,12;8,04;1,45;0;1,005
02.01.2025 08:45;40,251;1,469;0,52;41,72;0,52;4,96;0;0,24;5,84;1,44;0,02;1,035
02.01.2025 09:00;36,781;1,499;0;38,28;0;0,68;0;0;7,44;1,47;0;0,985
02.01.2025 09:15;29,572;1,428;6,84;31;6,84;0,4;0,68;0,56;6,68;1,4;0;1,055
02.01.2025 09:30;0;1,459;130,4986;0,08;129,12;0;31,64;0;0,08;1,43;0;1,055
02.01.2025 09:45;27,097;1,423;6;28,52;6;0,56;0,08;1,16;6,36;1,395;0;1,055
02.01.2025 10:00;20,937;1,423;1,44;22,36;1,44;0,52;0;0,52;7,44;1,395;0;1,065
02.01.2025 10:15;39,766;1,474;37,16;41,24;37,16;1,84;5,8;0,92;2,76;1,445;0;1
02.01.2025 10:30;59,296;1,505;0;60,8;0;1,36;0;0;6,68;1,475;0;0,96
02.01.2025 10:45;22,832;1,448;0,64;24,28;0,64;0,72;0;0,24;7,88;1,42;0;1,03
02.01.2025 11:00;47,803;1,637;0;49,44;0;1,36;0;0;6,8;1,605;0;0,835
02.01.2025 11:15;0;1,841;153,2411;0,12;151,52;0;41,96;0;0;1,805;0;0,685
02.01.2025 11:30;37,164;1,596;0,56;38,76;0,56;0,52;0,16;0;14,32;1,565;0,035;0,945
02.01.2025 11:45;15,59;1,53;1,44;17,12;1,44;0,36;0;0,6;8,56;1,5;0,035;1
02.01.2025 12:00;8,205;1,515;6,08;9,72;6,08;0,12;0;1,96;7,28;1,485;0,01;0,935
02.01.2025 12:15;9,085;1,515;43,4;10,6;43,4;0,28;9,12;0,92;5,28;1,485;0;0,945
02.01.2025 12:30;34,296;1,505;0,64;35,8;0,64;0,4;0;0,2;10,52;1,475;0;0,955
02.01.2025 12:45;29,757;1,443;5,6;31,2;5,6;0,36;0;1,52;8,32;1,415;0,035;1,05
02.01.2025 13:00;36,672;1,448;0,12;38,12;0,12;0,84;0;0,08;7,64;1,42;0,03;1,045
02.01.2025 13:15;0;1,51;71,0696;0,2;69,76;0;9,4;2,8;1,08;1,48;0,045;0,99
02.01.2025 13:30;23,97;1,51;1,24;25,48;1,24;0,64;0;0,4;9,64;1,48;0,035;0,965
02.01.2025 13:45;0;1,52;161,9198;0,04;160,44;0;40,48;0;0;1,49;0,03;0,995
02.01.2025 14:00;15,802;1,438;30,52;17,24;30,52;0,4;2,52;3,28;3,16;1,41;0,04;1,07
02.01.2025 14:15;21,661;1,459;15,4;23,12;15,4;1,32;0,6;2,68;4,12;1,43;0,015;1,025
02.01.2025 14:30;3,301;1,459;28,28;4,76;28,28;0;4,08;2;4,12;1,43;0;1,005
02.01.2025 14:45;6,302;1,418;11,96;7,72;11,96;0,36;0,56;2,28;5,68;1,39;0;1,075
02.01.2025 15:00;8,632;1,448;13,6;10,08;13,6;0,32;0,6;2,12;5,88;1,42;0,035;1,05
02.01.2025 15:15;58,735;1,545;10,24;60,28;10,24;1,68;0,44;1,56;4,2;1,515;0,025;0,93
02.01.2025 15:30;14,492;1,428;9,88;15,92;9,88;0,44;0,08;2,04;6,08;1,4;0,015;1,05
02.01.2025 15:45;13,557;1,443;26,72;15;26,72;0,64;0,72;4,12;3,84;1,415;0;1,02
02.01.2025 16:00;2,753;1,367;19,96;4,12;19,96;0,08;0,52;3,68;4,12;1,34;0;1,115
02.01.2025 16:15;51,552;1,408;4,76;52,96;4,76;4,56;0,04;1,52;3,8;1,38;0;1,07
02.01.2025 16:30;1,736;1,464;21,88;3,2;21,88;0,04;0,52;4,44;3,44;1,435;0;0,99
02.01.2025 16:45;14,013;1,387;12,48;15,4;12,48;0,32;0,2;2,84;6,56;1,36;0;1,09
02.01.2025 17:00;0,886;1,474;24,92;2,36;24,92;0,16;0,72;4,24;3,8;1,445;0;0,97
02.01.2025 17:15;57,957;1,443;0,32;59,4;0,32;0,64;0;0,12;9,04;1,415;0;1,015
02.01.2025 17:30;16,294;1,346;6,96;17,64;6,96;0,6;0;1,88;7,44;1,32;0;1,13
02.01.2025 17:45;19,208;1,392;0,72;20,6;0,72;0,48;0;0,24;8,56;1,365;0;1,075
02.01.2025 18:00;36,991;1,489;0;38,48;0;1;0;0;7,6;1,46;0,02;0,985
02.01.2025 18:15;28,644;1,316;1,32;29,96;1,32;0,48;0;0,56;8,92;1,29;0,005;1,18
02.01.2025 18:30;5,092;1,428;13,12;6,52;13,12;0,24;0,04;3;5,44;1,4;0;1,035
02.01.2025 18:45;31,252;1,428;0;32,68;0;0,52;0;0;9,28;1,4;0,025;1,055
02.01.2025 19:00;63,212;1,428;0;64,64;0;0,96;0;0;12,6;1,4;0,015;1,05
02.01.2025 19:15;17,772;1,428;5,2;19,2;5,2;0,4;0;1,72;7,52;1,4;0;1,03
02.01.2025 19:30;18,078;1,362;1,44;19,44;1,44;0,24;0;0,48;12,96;1,335;0;1,12
02.01.2025 19:45;41,372;1,428;12,48;42,8;12,48;0,2;1,08;1,12;11;1,4;0;1,035
02.01.2025 20:00;52,826;1,494;0,32;54,32;0,32;0,12;0;0,12;13,64;1,465;0;0,955
02.01.2025 20:15;13,032;1,448;25,28;14,48;25,28;0,28;2,04;2,44;5,84;1,42;0;1,005
02.01.2025 20:30;34,067;1,413;0,44;35,48;0,44;0,64;0;0,16;9,8;1,385;0;1,055
02.01.2025 20:45;0;1,464;146,1437;0;144,68;0;33,08;0,04;0;1,435;0,04;1,065
02.01.2025 21:00;18,042;1,438;8,2;19,48;8,2;0,68;0,36;1,68;6,16;1,41;0,035;1,065
02.01.2025 21:15;8,707;1,454;29,88;10,16;29,88;0,32;4,36;2;4,4;1,425;0,03;1,05
02.01.2025 21:30;52,974;1,306;1,96;54,28;1,96;10,16;0;0,72;3,04;1,28;0;1,23
02.01.2025 21:45;38,122;1,438;5,72;39,56;5,72;3,84;0,92;0,2;3,8;1,41;0,03;1,07
02.01.2025 22:00;25,222;1,418;3,92;26,64;3,92;0,36;0;0,88;6,92;1,39;0;1,06
02.01.2025 22:15;7,082;1,438;34,8;8,52;34,8;0,28;4,88;1,96;4,36;1,41;0,04;1,08
02.01.2025 22:30;49,936;1,464;0;51,4;0;5,12;0;0;5,44;1,435;0,01;1,025
02.01.2025 22:45;20,187;1,454;5,12;21,64;5,12;0,4;0,48;0,52;7,2;1,425;0,04;1,06
02.01.2025 23:00;24,732;1,428;1,92;26,16;1,92;0,32;0;0,68;7,16;1,4;0,01;1,065
02.01.2025 23:15;4,371;1,469;71,44;5,84;71,44;1,24;21;0,44;1,04;1,44;0,03;1,06
02.01.2025 23:30;0;1,454;108,4935;0;107,04;0;37,96;0,64;0;1,425;0,04;1,085
02.01.2025 23:45;35,392;1,448;7,08;36,84;7,08;3,64;0,08;1,68;4,76;1,42;0,035;1,065
03.01.2025 00:00;34,537;1,423;0;35,96;0;1,72;0;0;6,28;1,395;0,015;1,085
03.01.2025 00:15;9,889;1,352;21,48;11,24;21,48;1,52;3,44;0,36;2,64;1,325;0,01;1,19
03.01.2025 00:30;7,021;1,459;15,68;8,48;15,68;3,92;4,08;0,36;1,04;1,43;0,03;1,055
03.01.2025 00:45;23,917;1,443;21,12;25,36;21,12;3,48;4,8;0,36;2,68;1,415;0,035;1,08
03.01.2025 01:00;25,597;1,443;0;27,04;0;0,76;0;0;7,88;1,415;0,04;1,08
03.01.2025 01:15;3,468;1,372;16;4,84;16;0,8;1,96;1,68;4,84;1,345;0;1,145
03.01.2025 01:30;22,677;1,443;1,08;24,12;1,08;1,92;0,24;0;6,4;1,415;0,03;1,075
03.01.2025 01:45;55,011;1,469;2,32;56,48;2,32;6,32;0,36;0;4;1,44;0,015;1,03
03.01.2025 02:00;77,205;1,515;0;78,72;0;9,8;0;0;3,2;1,485;0;0,98
03.01.2025 02:15;0,351;1,489;36,72;1,84;36,72;0,56;6,32;1,8;3,04;1,46;0;1,025
03.01.2025 02:30;10,911;1,489;0,76;12,4;0,76;0,12;0;0,4;7,52;1,46;0;1,02
03.01.2025 02:45;0;1,469;136,2288;0,08;134,84;0;46,52;0,12;0,04;1,44;0,005;1,035
03.01.2025 03:00;57,442;1,438;0,56;58,88;0,56;7,04;0,12;0,08;4,6;1,41;0,03;1,07
03.01.2025 03:15;1,067;1,413;11,12;2,48;11,12;0,28;0,36;2,84;5,4;1,385;0;1,08
03.01.2025 03:30;10,918;1,362;6,76;12,28;6,76;0,76;0,48;1,24;6,32;1,335;0;1,15
03.01.2025 03:45;11,618;1,382;3,68;13;3,68;0,44;0,04;1,12;7,24;1,355;0,015;1,13
03.01.2025 04:00;23,403;1,397;1,28;24,8;1,28;0,32;0;0,44;7,4;1,37;0,005;1,105
03.01.2025 04:15;15,587;1,413;1,52;17;1,52;0,6;0,04;0,68;7,52;1,385;0,035;1,11
03.01.2025 04:30;7,832;1,448;6,88;9,28;6,88;0,4;0;2,12;6;1,42;0,01;1,035
03.01.2025 04:45;14,028;1,372;11,64;15,4;11,64;1,04;0,08;2,76;4,8;1,345;0;1,13
03.01.2025 05:00;30,277;1,443;0,48;31,72;0,48;1,4;0;0,12;6,8;1,415;0,035;1,06
03.01.2025 05:15;36,152;1,448;0,2;37,6;0,2;1,68;0;0,2;7,04;1,42;0;1,025
03.01.2025 05:30;21,122;1,438;2,08;22,56;2,08;0,52;0;0,6;7,36;1,41;0,035;1,075
03.01.2025 05:45;6,637;1,443;8,72;8,08;8,72;0,28;0,12;1,84;6,68;1,415;0;1,02
03.01.2025 06:00;8,127;1,433;19,96;9,56;19,96;0,52;0,56;2,64;4,84;1,405;0,005;1,04
03.01.2025 06:15;54,327;1,433;0,04;55,76;0,04;1,88;0;0,04;7,24;1,405;0,025;1,06
03.01.2025 06:30;0;1,459;142,4186;0;140,96;0;34,96;0;0;1,43;0,035;1,065
03.01.2025 06:45;6,032;1,408;11,24;7,44;11,24;0,24;0,2;2,6;7,32;1,38;0,02;1,08
03.01.2025 07:00;3,394;1,326;30,72;4,72;30,72;0,08;2,84;3;4,08;1,3;0;1,165
03.01.2025 07:15;59,143;1,377;0,48;60,52;0,48;1,84;0;0,2;6,84;1,35;0;1,12
03.01.2025 07:30;29,692;1,428;6,72;31,12;6,72;1;0;1,52;8,44;1,4;0,035;1,08
03.01.2025 07:45;0,107;1,454;32,72;1,56;32,72;0,12;1,4;4,4;2,52;1,425;0;1,015
03.01.2025 08:00;25,523;1,397;5,16;26,92;5,16;0,68;0;1,52;7,28;1,37;0;1,075
03.01.2025 08:15;19,958;1,362;11,64;21,32;11,64;0,32;0,08;2,6;6,56;1,335;0;1,13
03.01.2025 08:30;0;1,418;51,3378;0,12;50,04;0;3,32;5,76;0,8;1,39;0;1,05
03.01.2025 08:45;0;1,357;28,9966;0,68;28,32;0,12;0,72;4,76;3,32;1,33;0;1,125
03.01.2025 09:00;0,612;1,428;42,96;2,04;42,96;0;2,28;5,64;1,24;1,4;0,035;1,065
03.01.2025 09:15;0;1,433;61,5931;0,12;60,28;0,04;6,56;4,32;0,8;1,405;0,025;1,065
03.01.2025 09:30;17,123;1,357;1,88;18,48;1,88;0,36;0;0,52;11,68;1,33;0;1,125
03.01.2025 09:45;13,854;1,306;31,88;15,16;31,88;0,2;3,96;1,92;6,4;1,28;0;1,195
03.01.2025 10:00;19,763;1,357;25,88;21,12;25,88;0,08;1,52;3,28;8,36;1,33;0;1,125
03.01.2025 10:15;165,808;1,392;0;167,2;0;4,88;0;0;5,16;1,365;0;1,105
03.01.2025 10:30;13,075;1,525;7,88;14,6;7,88;0,12;0,88;0,8;15,2;1,495;0,02;0,915
03.01.2025 10:45;22,542;1,418;13,12;23,96;13,12;0,2;0,16;2,4;9,08;1,39;0,02;1,05
03.01.2025 11:00;22,821;1,499;18,64;24,32;18,64;0,16;2,84;1,52;11,4;1,47;0,04;0,985
03.01.2025 11:15;34,324;1,316;51,08;35,64;51,08;0,12;10,64;0,84;7,88;1,29;0;1,185
03.01.2025 11:30;21,583;1,617;5,52;23,2;5,52;0,28;0,04;2,04;9,76;1,585;0,03;0,845
03.01.2025 11:45;8,8;1,52;13,8;10,32;13,8;0,2;0,44;2,48;10,08;1,49;0;0,96
03.01.2025 12:00;13,151;1,489;21;14,64;21;0,16;1,04;2,68;8,08;1,46;0;0,985
03.01.2025 12:15;19,097;1,423;8,52;20,52;8,52;0,2;0,16;1,72;7,76;1,395;0;1,05
03.01.2025 12:30;8,758;1,362;6,88;10,12;6,88;0,32;0,04;2,04;8,4;1,335;0;1,115
03.01.2025 12:45;1,461;1,459;35,2;2,92;35,2;0,16;3,36;3,52;4,32;1,43;0,02;1,005
03.01.2025 13:00;35,292;1,428;1,28;36,72;1,28;0,6;0;0,4;12,2;1,4;0,035;1,06
03.01.2025 13:15;20,762;1,438;5,8;22,2;5,8;0,16;0,08;2,24;14,24;1,41;0,01;1,025
03.01.2025 13:30;33,782;1,418;2,72;35,2;2,72;0,32;0,04;0,76;13,2;1,39;0,03;1,06
03.01.2025 13:45;22,218;1,382;7,08;23,6;7,08;0,6;0;2;8,08;1,355;0,005;1,1
03.01.2025 14:00;41,787;1,454;0,24;43,24;0,24;2,64;0;0,2;6,32;1,425;0;1,02
03.01.2025 14:15;54,545;1,535;21,2;56,08;21,2;3,96;1,16;2,32;2,12;1,505;0;0,945
03.01.2025 14:30;0;1,571;25,2908;1,36;25,08;0,16;0,84;4;3,6;1,54;0;0,895
03.01.2025 14:45;0;1,525;30,5249;1,28;30,28;0,04;1,8;4,12;3;1,495;0;0,96
03.01.2025 15:00;22,858;1,382;4,28;24,24;4,28;0,76;0;1,4;6,44;1,355;0,02;1,115
03.01.2025 15:15;29,403;1,357;11,84;30,76;11,84;1,88;0;2,44;4,2;1,33;0,01;1,155
03.01.2025 15:30;0;1,443;30,8433;1,08;30,48;0,2;1,12;5,24;2,36;1,415;0;1,03
03.01.2025 15:45;24,372;1,428;13,96;25,8;13,96;1,72;0,12;2,8;4,08;1,4;0,03;1,065
03.01.2025 16:00;25,393;1,367;4,24;26,76;4,24;0,68;0,04;1,08;6,56;1,34;0;1,125
03.01.2025 16:15;9,342;1,418;32,56;10,76;32,56;0,36;2,92;3,8;2,48;1,39;0;1,06
03.01.2025 16:30;0;1,454;52,3335;0,2;51,08;0;5,32;4,36;1;1,425;0,035;1,055
03.01.2025 16:45;6,522;1,438;37,96;7,96;37,96;0,16;1,84;4,44;2,44;1,41;0;1,03
03.01.2025 17:00;2,7;1,301;26,52;4;26,52;0,32;1,52;3,8;4,24;1,275;0;1,2
03.01.2025 17:15;3,558;1,362;23,24;4,92;23,24;0,12;0,56;3,8;4,6;1,335;0;1,125
03.01.2025 17:30;3,717;1,443;29,6;5,16;29,6;0,04;1,76;3,4;5,68;1,415;0;1,02
03.01.2025 17:45;11,283;1,357;15,88;12,64;15,88;0,36;0,72;3,44;7,88;1,33;0;1,125
03.01.2025 18:00;1,654;1,306;42,72;2,96;42,72;0,16;2,88;4,28;2,52;1,28;0;1,215
03.01.2025 18:15;0,113;1,367;25,76;1,48;25,76;0,2;0,52;5,2;2,84;1,34;0;1,135
03.01.2025 18:30;193,643;1,397;0;195,04;0;18,96;0;0;0;1,37;0;1,115
03.01.2025 18:45;14,078;1,362;6,32;15,44;6,32;0,52;0,04;1,88;6,56;1,335;0;1,135
03.01.2025 19:00;12,454;1,306;2,56;13,76;2,56;0,56;0,04;0,6;7,4;1,28;0;1,215
03.01.2025 19:15;6,607;1,433;7,64;8,04;7,64;0,16;0,08;1,92;6,32;1,405;0,015;1,05
03.01.2025 19:30;0,567;1,433;22,92;2;22,92;0,16;1,56;3,12;4,2;1,405;0;1,045
03.01.2025 19:45;12,507;1,413;6,8;13,92;6,8;0,56;0,04;1,52;7,08;1,385;0;1,065
03.01.2025 20:00;26,62;1,301;2,72;27,92;2,72;0,48;0;0,8;8,76;1,275;0;1,21
03.01.2025 20:15;14,827;1,413;8,16;16,24;8,16;0,52;0,04;2,04;7,56;1,385;0;1,065
03.01.2025 20:30;10,38;1,301;9,92;11,68;9,92;0,6;0,44;2,08;5,88;1,275;0;1,215
03.01.2025 20:45;36,222;1,418;18,8;37,64;18,8;3,04;1,12;2,16;3,36;1,39;0;1,08
03.01.2025 21:00;25,803;1,397;11,12;27,2;11,12;0,72;0,12;2,56;4,72;1,37;0;1,095
03.01.2025 21:15;9,569;1,311;28,76;10,88;28,76;0,64;2,56;3,08;3,56;1,285;0;1,215
03.01.2025 21:30;9,257;1,423;11,64;10,68;11,64;0,4;0,04;2,64;5,56;1,395;0;1,065
03.01.2025 21:45;18,838;1,403;8,8;20,24;8,8;0,84;0,6;1,24;5,92;1,375;0;1,095
03.01.2025 22:00;41,189;1,331;0,32;42,52;0,32;4,48;0;0,2;5,08;1,305;0;1,21
03.01.2025 22:15;0;1,326;59,006;0,88;58,56;0,72;17,6;0,72;0,24;1,3;0;1,21
03.01.2025 22:30;3,262;1,418;16,8;4,68;16,8;1,84;3,28;0,96;3,04;1,39;0;1,095
03.01.2025 22:45;10,884;1,316;28,96;12,2;28,96;2,16;7,12;0,68;2,6;1,29;0;1,225
03.01.2025 23:00;21,213;1,387;7,24;22,6;7,24;3,96;1,24;0,2;2,76;1,36;0;1,125
03.01.2025 23:15;0;1,326;82,966;1,04;82,68;0,96;33,4;0,4;0,52;1,3;0;1,235
03.01.2025 23:30;10,169;1,311;4,48;11,48;4,48;3,88;1,12;0,2;4,04;1,285;0;1,24
03.01.2025 23:45;0,369;1,311;34,08;1,68;34,08;1,16;7,28;1,36;0,8;1,285;0;1,24
04.01.2025 00:00;195,899;1,341;0;197,24;0;48;0;0;0;1,315;0;1,22
04.01.2025 00:15;1,592;1,448;126,12;3,04;126,12;0,12;62,24;0,16;1,12;1,42;0;1,07
04.01.2025 00:30;35,662;1,418;4,32;37,08;4,32;0,32;0;0,96;7,64;1,39;0;1,065
04.01.2025 00:45;19,947;1,413;1,6;21,36;1,6;0,36;0;0,68;7,32;1,385;0;1,07
04.01.2025 01:00;37,374;1,306;0,08;38,68;0,08;1,12;0;0,04;7,08;1,28;0;1,21
04.01.2025 01:15;133,933;1,627;0,16;135,56;0,16;3,56;0;0,04;4,76;1,595;0;0,87
04.01.2025 01:30;11,584;2,096;8,52;13,68;8,52;0,36;0,12;2,16;6,44;2,055;0;0,57
04.01.2025 01:45;24,843;1,877;26,92;26,72;26,92;0,52;3,16;1,72;5,24;1,84;0;0,785
04.01.2025 02:00;21,738;1,622;72,88;23,36;72,88;0,32;18;0;4,16;1,59;0;0,965
04.01.2025 02:15;0;1,464;243,8637;0;242,4;0;45,72;0;0;1,435;0;1,11
04.01.2025 02:30;39,614;1,306;8,52;40,92;8,52;0,68;1;0,72;8,72;1,28;0;1,21
04.01.2025 02:45;9,598;1,403;17,64;11;17,64;0,2;1,52;2,08;5,28;1,375;0;1,075
04.01.2025 03:00;232,067;1,413;0;233,48;0;15,84;0;0;0,04;1,385;0;1,115
04.01.2025 03:15;3,355;1,765;23,24;5,12;23,24;0,4;1,72;3,16;4,04;1,73;0;0,775
04.01.2025 03:30;20,45;1,55;0,12;22;0,12;0,64;0;0,12;7,68;1,52;0,005;1,005
04.01.2025 03:45;15,2;1,52;5,12;16,72;5,12;0,4;0,04;1,12;7,08;1,49;0,025;1,01
04.01.2025 04:00;23,532;1,428;0,56;24,96;0,56;0,56;0;0,16;9,08;1,4;0;1,055
04.01.2025 04:15;33,692;1,428;0,32;35,12;0,32;0,12;0;0,36;17,8;1,4;0;1,04
04.01.2025 04:30;16,278;1,403;1,52;17,68;1,52;0,08;0,04;1,56;14,2;1,375;0;1,065
04.01.2025 04:45;8,479;1,321;3,28;9,8;3,28;0,08;0;1,04;11;1,295;0;1,175
04.01.2025 05:00;7,422;1,418;1,04;8,84;1,04;0,12;0;0,48;9,16;1,39;0;1,045
04.01.2025 05:15;16,712;1,408;0,96;18,12;0,96;0,12;0;0,44;12,84;1,38;0;1,065
04.01.2025 05:30;6,152;1,408;5,8;7,56;5,8;0,04;0;1,92;6,16;1,38;0;1,05
04.01.2025 05:45;28,42;1,301;1,44;29,72;1,44;0,08;0;1,36;15,92;1,275;0;1,19
04.01.2025 06:00;18,152;1,408;0,6;19,56;0,6;0;0;0,76;18,88;1,38;0;1,05
04.01.2025 06:15;21,662;1,418;8,44;23,08;8,44;0,96;0,16;2,12;6,76;1,39;0;1,065
04.01.2025 06:30;7,353;1,367;5,64;8,72;5,64;0,4;0;1,52;6,72;1,34;0;1,12
04.01.2025 06:45;11,134;1,346;1,72;12,48;1,72;0,16;0;0,64;7,52;1,32;0;1,175
04.01.2025 07:00;11,568;1,392;4,72;12,96;4,72;0,28;0;1,6;6,52;1,365;0;1,09
04.01.2025 07:15;56,107;1,413;2,24;57,52;2,24;6,64;0;0,72;4,28;1,385;0;1,075
04.01.2025 07:30;22,494;1,306;1,76;23,8;1,76;0,6;0;0,68;7,16;1,28;0;1,22
04.01.2025 07:45;7,582;1,418;19,64;9;19,64;0,12;0,64;2,88;4,76;1,39;0;1,075
04.01.2025 08:00;0;1,331;142,2911;0;140,96;0;35,52;0,28;0,04;1,305;0;1,215
04.01.2025 08:15;25,862;1,418;21,44;27,28;21,44;2,56;1,36;2,68;3,44;1,39;0;1,075
04.01.2025 08:30;5,387;1,413;2,76;6,8;2,76;0,52;0;1,12;7,24;1,385;0;1,075
04.01.2025 08:45;5,26;1,301;4,24;6,56;4,24;0,32;0;1,4;7,12;1,275;0;1,215
04.01.2025 09:00;7,174;1,306;1,68;8,48;1,68;0,56;0;0,6;7,52;1,28;0;1,215
04.01.2025 09:15;10,78;1,301;3,28;12,08;3,28;0,04;0;1,04;7,28;1,275;0;1,21
04.01.2025 09:30;9,547;1,413;3,48;10,96;3,48;0,56;0;1,08;7,76;1,385;0;1,065
04.01.2025 09:45;9,58;1,301;21,08;10,88;21,08;0,28;0,24;3,76;4,24;1,275;0;1,21
04.01.2025 10:00;7,758;1,403;8,56;9,16;8,56;0,6;0,08;1,84;7,04;1,375;0;1,08
04.01.2025 10:15;2,044;1,316;43,36;3,36;43,36;0,28;8,48;2,32;4;1,29;0;1,215
04.01.2025 10:30;44,147;1,413;4,92;45,56;4,92;1,96;0,2;1;5,2;1,385;0;1,075
04.01.2025 10:45;20,814;1,306;4,68;22,12;4,68;0,44;0,04;1,36;6,76;1,28;0;1,215
04.01.2025 11:00;35,238;1,403;2,32;36,64;2,32;2,44;0;0,8;5,88;1,375;0;1,08
04.01.2025 11:15;0,107;1,413;31,4;1,52;31,4;0,16;1,16;5,16;2,52;1,385;0;1,075
04.01.2025 11:30;29,123;1,357;4,44;30,48;4,44;1,48;0;1,32;5,76;1,33;0;1,14
04.01.2025 11:45;4,123;1,397;18,52;5,52;18,52;0,28;0,28;3,68;4,4;1,37;0,035;1,125
04.01.2025 12:00;14,437;1,443;10,72;15,88;10,72;0,28;0,04;2,2;5,88;1,415;0,015;1,05
04.01.2025 12:15;7,033;1,367;29,68;8,4;29,68;0,16;2,4;3,48;3,4;1,34;0;1,14
04.01.2025 12:30;7,882;1,438;8,64;9,32;8,64;0,24;0,08;2,44;5,84;1,41;0,04;1,06
04.01.2025 12:45;7,047;1,433;16;8,48;16;0,32;0,56;2,76;5,08;1,405;0,01;1,05
